_id,province_id,province,amphoe_id,area_id,amphoe,romanized_amphoe,amphoe_short,romanized_amphoe_short
217,30,นครราชสีมา,3020,30200000,อำเภอสีคิ้ว,Amphoe Sikhio,สีคิ้ว,Sikhio
218,30,นครราชสีมา,3021,30210000,อำเภอปากช่อง,Amphoe Pak Chong,ปากช่อง,Pak Chong
219,30,นครราชสีมา,3022,30220000,อำเภอหนองบุญมาก,Amphoe Nong Bun Mak,หนองบุญมาก,Nong Bun Mak
220,30,นครราชสีมา,3023,30230000,อำเภอแก้งสนามนาง,Amphoe Kaeng Sanam Nang,แก้งสนามนาง,Kaeng Sanam Nang
221,30,นครราชสีมา,3024,30240000,อำเภอโนนแดง,Amphoe Non Daeng,โนนแดง,Non Daeng
222,30,นครราชสีมา,3025,30250000,อำเภอวังน้ำเขียว,Amphoe Wang Nam Khiao,วังน้ำเขียว,Wang Nam Khiao
223,30,นครราชสีมา,3026,30260000,อำเภอเทพารักษ์,Amphoe Thepharak,เทพารักษ์,Thepharak
224,30,นครราชสีมา,3027,30270000,อำเภอเมืองยาง,Amphoe Mueang Yang,เมืองยาง,Mueang Yang
225,30,นครราชสีมา,3028,30280000,อำเภอพระทองคำ,Amphoe Phra Thong Kham,พระทองคำ,Phra Thong Kham
226,30,นครราชสีมา,3029,30290000,อำเภอลำทะเมนชัย,Amphoe Lam Thamenchai,ลำทะเมนชัย,Lam Thamenchai
227,30,นครราชสีมา,3030,30300000,อำเภอบัวลาย,Amphoe Bua Lai,บัวลาย,Bua Lai
228,30,นครราชสีมา,3031,30310000,อำเภอสีดา,Amphoe Sida,สีดา,Sida
229,31,บุรีรัมย์,3101,31010000,อำเภอเมืองบุรีรัมย์,Amphoe Mueang Buri Ram,เมืองบุรีรัมย์,Mueang Buri Ram
230,31,บุรีรัมย์,3102,31020000,อำเภอคูเมือง,Amphoe Khu Mueang,คูเมือง,Khu Mueang
231,31,บุรีรัมย์,3103,31030000,อำเภอกระสัง,Amphoe Krasang,กระสัง,Krasang
232,31,บุรีรัมย์,3104,31040000,อำเภอนางรอง,Amphoe Nang Rong,นางรอง,Nang Rong
233,31,บุรีรัมย์,3105,31050000,อำเภอหนองกี่,Amphoe Nong Ki,หนองกี่,Nong Ki
234,31,บุรีรัมย์,3106,31060000,อำเภอละหานทราย,Amphoe Lahan Sai,ละหานทราย,Lahan Sai
235,31,บุรีรัมย์,3107,31070000,อำเภอประโคนชัย,Amphoe Prakhon Chai,ประโคนชัย,Prakhon Chai
236,31,บุรีรัมย์,3108,31080000,อำเภอบ้านกรวด,Amphoe Ban Kruat,บ้านกรวด,Ban Kruat
237,31,บุรีรัมย์,3109,31090000,อำเภอพุทไธสง,Amphoe Phutthaisong,พุทไธสง,Phutthaisong
238,31,บุรีรัมย์,3110,31100000,อำเภอลำปลายมาศ,Amphoe Lam Plai Mat,ลำปลายมาศ,Lam Plai Mat
239,31,บุรีรัมย์,3111,31110000,อำเภอสตึก,Amphoe Satuek,สตึก,Satuek
240,31,บุรีรัมย์,3112,31120000,อำเภอปะคำ,Amphoe Pakham,ปะคำ,Pakham
241,31,บุรีรัมย์,3113,31130000,อำเภอนาโพธิ์,Amphoe Na Pho,นาโพธิ์,Na Pho
242,31,บุรีรัมย์,3114,31140000,อำเภอหนองหงส์,Amphoe Nong Hong,หนองหงส์,Nong Hong
243,31,บุรีรัมย์,3115,31150000,อำเภอพลับพลาชัย,Amphoe Phlapphla Chai,พลับพลาชัย,Phlapphla Chai
244,31,บุรีรัมย์,3116,31160000,อำเภอห้วยราช,Amphoe Huai Rat,ห้วยราช,Huai Rat
245,31,บุรีรัมย์,3117,31170000,อำเภอโนนสุวรรณ,Amphoe Non Suwan,โนนสุวรรณ,Non Suwan
246,31,บุรีรัมย์,3118,31180000,อำเภอชำนิ,Amphoe Chamni,ชำนิ,Chamni
247,31,บุรีรัมย์,3119,31190000,อำเภอบ้านใหม่ไชยพจน์,Amphoe Ban Mai Chaiyaphot,บ้านใหม่ไชยพจน์,Ban Mai Chaiyaphot
248,31,บุรีรัมย์,3120,31200000,อำเภอโนนดินแดง,Amphoe Non Din Daeng,โนนดินแดง,Non Din Daeng
249,31,บุรีรัมย์,3121,31210000,อำเภอบ้านด่าน,Amphoe Ban Dan,บ้านด่าน,Ban Dan
250,31,บุรีรัมย์,3122,31220000,อำเภอแคนดง,Amphoe Khaen Dong,แคนดง,Khaen Dong
251,32,สุรินทร์,3201,32010000,อำเภอเมืองสุรินทร์,Amphoe Mueang Surin,เมืองสุรินทร์,Mueang Surin
252,32,สุรินทร์,3202,32020000,อำเภอชุมพลบุรี,Amphoe Chumphon Buri,ชุมพลบุรี,Chumphon Buri
253,32,สุรินทร์,3203,32030000,อำเภอท่าตูม,Amphoe Tha Tum,ท่าตูม,Tha Tum
254,32,สุรินทร์,3204,32040000,อำเภอจอมพระ,Amphoe Chom Phra,จอมพระ,Chom Phra
255,32,สุรินทร์,3205,32050000,อำเภอปราสาท,Amphoe Prasat,ปราสาท,Prasat
256,32,สุรินทร์,3206,32060000,อำเภอกาบเชิง,Amphoe Kap Choeng,กาบเชิง,Kap Choeng
257,32,สุรินทร์,3207,32070000,อำเภอรัตนบุรี,Amphoe Rattanaburi,รัตนบุรี,Rattanaburi
258,32,สุรินทร์,3208,32080000,อำเภอสนม,Amphoe Sanom,สนม,Sanom
259,32,สุรินทร์,3209,32090000,อำเภอศีขรภูมิ,Amphoe Sikhoraphum,ศีขรภูมิ,Sikhoraphum
260,32,สุรินทร์,3210,32100000,อำเภอสังขะ,Amphoe Sangkha,สังขะ,Sangkha
261,32,สุรินทร์,3211,32110000,อำเภอลำดวน,Amphoe Lamduan,ลำดวน,Lamduan
262,32,สุรินทร์,3212,32120000,อำเภอสำโรงทาบ,Amphoe Samrong Thap,สำโรงทาบ,Samrong Thap
263,32,สุรินทร์,3213,32130000,อำเภอบัวเชด,Amphoe Buachet,บัวเชด,Buachet
264,32,สุรินทร์,3214,32140000,อำเภอพนมดงรัก,Amphoe Phanom Dong Rak,พนมดงรัก,Phanom Dong Rak
265,32,สุรินทร์,3215,32150000,อำเภอศรีณรงค์,Amphoe Si Narong,ศรีณรงค์,Si Narong
266,32,สุรินทร์,3216,32160000,อำเภอเขวาสินรินทร์,Amphoe Khwao Sinarin,เขวาสินรินทร์,Khwao Sinarin
267,32,สุรินทร์,3217,32170000,อำเภอโนนนารายณ์,Amphoe Non Narai,โนนนารายณ์,Non Narai
268,33,ศรีสะเกษ,3301,33010000,อำเภอเมืองศรีสะเกษ,Amphoe Mueang Si Sa Ket,เมืองศรีสะเกษ,Mueang Si Sa Ket
269,33,ศรีสะเกษ,3302,33020000,อำเภอยางชุมน้อย,Amphoe Yang Chum Noi,ยางชุมน้อย,Yang Chum Noi
270,33,ศรีสะเกษ,3303,33030000,อำเภอกันทรารมย์,Amphoe Kanthararom,กันทรารมย์,Kanthararom
271,33,ศรีสะเกษ,3304,33040000,อำเภอกันทรลักษ์,Amphoe Kantharalak,กันทรลักษ์,Kantharalak
272,33,ศรีสะเกษ,3305,33050000,อำเภอขุขันธ์,Amphoe Khukhan,ขุขันธ์,Khukhan
273,33,ศรีสะเกษ,3306,33060000,อำเภอไพรบึง,Amphoe Phrai Bueng,ไพรบึง,Phrai Bueng
274,33,ศรีสะเกษ,3307,33070000,อำเภอปรางค์กู่,Amphoe Prang Ku,ปรางค์กู่,Prang Ku
275,33,ศรีสะเกษ,3308,33080000,อำเภอขุนหาญ,Amphoe Khun Han,ขุนหาญ,Khun Han
276,33,ศรีสะเกษ,3309,33090000,อำเภอราษีไศล,Amphoe Rasi Salai,ราษีไศล,Rasi Salai
277,33,ศรีสะเกษ,3310,33100000,อำเภออุทุมพรพิสัย,Amphoe Uthumphon Phisai,อุทุมพรพิสัย,Uthumphon Phisai
278,33,ศรีสะเกษ,3311,33110000,อำเภอบึงบูรพ์,Amphoe Bueng Bun,บึงบูรพ์,Bueng Bun
279,33,ศรีสะเกษ,3312,33120000,อำเภอห้วยทับทัน,Amphoe Huai Thap Than,ห้วยทับทัน,Huai Thap Than
280,33,ศรีสะเกษ,3313,33130000,อำเภอโนนคูณ,Amphoe Non Khun,โนนคูณ,Non Khun
281,33,ศรีสะเกษ,3314,33140000,อำเภอศรีรัตนะ,Amphoe Si Rattana,ศรีรัตนะ,Si Rattana
282,33,ศรีสะเกษ,3315,33150000,อำเภอน้ำเกลี้ยง,Amphoe Nam Kliang,น้ำเกลี้ยง,Nam Kliang
283,33,ศรีสะเกษ,3316,33160000,อำเภอวังหิน,Amphoe Wang Hin,วังหิน,Wang Hin
284,33,ศรีสะเกษ,3317,33170000,อำเภอภูสิงห์,Amphoe Phu Sing,ภูสิงห์,Phu Sing
285,33,ศรีสะเกษ,3318,33180000,อำเภอเมืองจันทร์,Amphoe Mueang Chan,เมืองจันทร์,Mueang Chan
286,33,ศรีสะเกษ,3319,33190000,อำเภอเบญจลักษ์,Amphoe Benchalak,เบญจลักษ์,Benchalak
287,33,ศรีสะเกษ,3320,33200000,อำเภอพยุห์,Amphoe Phayu,พยุห์,Phayu
288,33,ศรีสะเกษ,3321,33210000,อำเภอโพธิ์ศรีสุวรรณ,Amphoe Pho Si Suwan,โพธิ์ศรีสุวรรณ,Pho Si Suwan
289,33,ศรีสะเกษ,3322,33220000,อำเภอศิลาลาด,Amphoe Sila Lat,ศิลาลาด,Sila Lat
290,34,อุบลราชธานี,3401,34010000,อำเภอเมืองอุบลราชธานี,Amphoe Mueang Ubon Ratchathani,เมืองอุบลราชธานี,Mueang Ubon Ratchathani
291,34,อุบลราชธานี,3402,34020000,อำเภอศรีเมืองใหม่,Amphoe Si Mueang Mai,ศรีเมืองใหม่,Si Mueang Mai
292,34,อุบลราชธานี,3403,34030000,อำเภอโขงเจียม,Amphoe Khong Chiam,โขงเจียม,Khong Chiam
293,34,อุบลราชธานี,3404,34040000,อำเภอเขื่องใน,Amphoe Khueang Nai,เขื่องใน,Khueang Nai
294,34,อุบลราชธานี,3405,34050000,อำเภอเขมราฐ,Amphoe Khemarat,เขมราฐ,Khemarat
295,34,อุบลราชธานี,3407,34070000,อำเภอเดชอุดม,Amphoe Det Udom,เดชอุดม,Det Udom
296,34,อุบลราชธานี,3408,34080000,อำเภอนาจะหลวย,Amphoe Na Chaluai,นาจะหลวย,Na Chaluai
297,34,อุบลราชธานี,3409,34090000,อำเภอน้ำยืน,Amphoe Nam Yuen,น้ำยืน,Nam Yuen
298,34,อุบลราชธานี,3410,34100000,อำเภอบุณฑริก,Amphoe Buntharik,บุณฑริก,Buntharik
299,34,อุบลราชธานี,3411,34110000,อำเภอตระการพืชผล,Amphoe Trakan Phuet Phon,ตระการพืชผล,Trakan Phuet Phon
300,34,อุบลราชธานี,3412,34120000,อำเภอกุดข้าวปุ้น,Amphoe Kut Khaopun,กุดข้าวปุ้น,Kut Khaopun
301,34,อุบลราชธานี,3414,34140000,อำเภอม่วงสามสิบ,Amphoe Muang Sam Sip,ม่วงสามสิบ,Muang Sam Sip
302,34,อุบลราชธานี,3415,34150000,อำเภอวารินชำราบ,Amphoe Warin Chamrap,วารินชำราบ,Warin Chamrap
303,34,อุบลราชธานี,3419,34190000,อำเภอพิบูลมังสาหาร,Amphoe Phibun Mangsahan,พิบูลมังสาหาร,Phibun Mangsahan
304,34,อุบลราชธานี,3420,34200000,อำเภอตาลสุม,Amphoe Tan Sum,ตาลสุม,Tan Sum
305,34,อุบลราชธานี,3421,34210000,อำเภอโพธิ์ไทร,Amphoe Pho Sai,โพธิ์ไทร,Pho Sai
306,34,อุบลราชธานี,3422,34220000,อำเภอสำโรง,Amphoe Samrong,สำโรง,Samrong
307,34,อุบลราชธานี,3424,34240000,อำเภอดอนมดแดง,Amphoe Don Mot Daeng,ดอนมดแดง,Don Mot Daeng
308,34,อุบลราชธานี,3425,34250000,อำเภอสิรินธร,Amphoe Sirindhorn,สิรินธร,Sirindhorn
309,34,อุบลราชธานี,3426,34260000,อำเภอทุ่งศรีอุดม,Amphoe Thung Si Udom,ทุ่งศรีอุดม,Thung Si Udom
310,34,อุบลราชธานี,3429,34290000,อำเภอนาเยีย,Amphoe Na Yia,นาเยีย,Na Yia
311,34,อุบลราชธานี,3430,34300000,อำเภอนาตาล,Amphoe Na Tan,นาตาล,Na Tan
312,34,อุบลราชธานี,3431,34310000,อำเภอเหล่าเสือโก้ก,Amphoe Lao Suea Kok,เหล่าเสือโก้ก,Lao Suea Kok
313,34,อุบลราชธานี,3432,34320000,อำเภอสว่างวีระวงศ์,Amphoe Sawang Wirawong,สว่างวีระวงศ์,Sawang Wirawong
314,34,อุบลราชธานี,3433,34330000,อำเภอน้ำขุ่น,Amphoe Nam Khun,น้ำขุ่น,Nam Khun
315,35,ยโสธร,3501,35010000,อำเภอเมืองยโสธร,Amphoe Mueang Yasothon,เมืองยโสธร,Mueang Yasothon
316,35,ยโสธร,3502,35020000,อำเภอทรายมูล,Amphoe Sai Mun,ทรายมูล,Sai Mun
317,35,ยโสธร,3503,35030000,อำเภอกุดชุม,Amphoe Kut Chum,กุดชุม,Kut Chum
318,35,ยโสธร,3504,35040000,อำเภอคำเขื่อนแก้ว,Amphoe Kham Khuean Kaeo,คำเขื่อนแก้ว,Kham Khuean Kaeo
319,35,ยโสธร,3505,35050000,อำเภอป่าติ้ว,Amphoe Pa Tio,ป่าติ้ว,Pa Tio
320,35,ยโสธร,3506,35060000,อำเภอมหาชนะชัย,Amphoe Maha Chana Chai,มหาชนะชัย,Maha Chana Chai
321,35,ยโสธร,3507,35070000,อำเภอค้อวัง,Amphoe Kho Wang,ค้อวัง,Kho Wang
322,35,ยโสธร,3508,35080000,อำเภอเลิงนกทา,Amphoe Loeng Nok Tha,เลิงนกทา,Loeng Nok Tha
323,35,ยโสธร,3509,35090000,อำเภอไทยเจริญ,Amphoe Thai Charoen,ไทยเจริญ,Thai Charoen
324,36,ชัยภูมิ,3601,36010000,อำเภอเมืองชัยภูมิ,Amphoe Mueang Chaiyaphum,เมืองชัยภูมิ,Mueang Chaiyaphum
325,36,ชัยภูมิ,3602,36020000,อำเภอบ้านเขว้า,Amphoe Ban Khwao,บ้านเขว้า,Ban Khwao
326,36,ชัยภูมิ,3603,36030000,อำเภอคอนสวรรค์,Amphoe Khon Sawan,คอนสวรรค์,Khon Sawan
327,36,ชัยภูมิ,3604,36040000,อำเภอเกษตรสมบูรณ์,Amphoe Kaset Sombun,เกษตรสมบูรณ์,Kaset Sombun
328,36,ชัยภูมิ,3605,36050000,อำเภอหนองบัวแดง,Amphoe Nong Bua Daeng,หนองบัวแดง,Nong Bua Daeng
329,36,ชัยภูมิ,3606,36060000,อำเภอจัตุรัส,Amphoe Chatturat,จัตุรัส,Chatturat
330,36,ชัยภูมิ,3607,36070000,อำเภอบำเหน็จณรงค์,Amphoe Bamnet Narong,บำเหน็จณรงค์,Bamnet Narong
331,36,ชัยภูมิ,3608,36080000,อำเภอหนองบัวระเหว,Amphoe Nong Bua Rawe,หนองบัวระเหว,Nong Bua Rawe
332,36,ชัยภูมิ,3609,36090000,อำเภอเทพสถิต,Amphoe Thep Sathit,เทพสถิต,Thep Sathit
333,36,ชัยภูมิ,3610,36100000,อำเภอภูเขียว,Amphoe Phu Khiao,ภูเขียว,Phu Khiao
334,36,ชัยภูมิ,3611,36110000,อำเภอบ้านแท่น,Amphoe Ban Thaen,บ้านแท่น,Ban Thaen
335,36,ชัยภูมิ,3612,36120000,อำเภอแก้งคร้อ,Amphoe Kaeng Khro,แก้งคร้อ,Kaeng Khro
336,36,ชัยภูมิ,3613,36130000,อำเภอคอนสาร,Amphoe Khon San,คอนสาร,Khon San
337,36,ชัยภูมิ,3614,36140000,อำเภอภักดีชุมพล,Amphoe Phakdi Chumphon,ภักดีชุมพล,Phakdi Chumphon
338,36,ชัยภูมิ,3615,36150000,อำเภอเนินสง่า,Amphoe Noen Sa-nga,เนินสง่า,Noen Sa-nga
339,36,ชัยภูมิ,3616,36160000,อำเภอซับใหญ่,Amphoe Sap Yai,ซับใหญ่,Sap Yai
340,37,อำนาจเจริญ,3701,37010000,อำเภอเมืองอำนาจเจริญ,Amphoe Mueang Amnat Charoen,เมืองอำนาจเจริญ,Mueang Amnat Charoen
341,37,อำนาจเจริญ,3702,37020000,อำเภอชานุมาน ,Amphoe Chanuman,ชานุมาน,Chanuman
342,37,อำนาจเจริญ,3703,37030000,อำเภอปทุมราชวงศา,Amphoe Pathum Ratchawongsa,ปทุมราชวงศา,Pathum Ratchawongsa
343,37,อำนาจเจริญ,3704,37040000,อำเภอพนา,Amphoe Phana,พนา,Phana
344,37,อำนาจเจริญ,3705,37050000,อำเภอเสนางคนิคม ,Amphoe Senangkhanikhom,เสนางคนิคม,Senangkhanikhom
345,37,อำนาจเจริญ,3706,37060000,อำเภอหัวตะพาน,Amphoe Hua Taphan,หัวตะพาน,Hua Taphan
346,37,อำนาจเจริญ,3707,37070000,อำเภอลืออำนาจ,Amphoe Lue Amnat,ลืออำนาจ,Lue Amnat
347,38,บึงกาฬ,3801,38010000,อำเภอเมืองบึงกาฬ,Amphoe Mueang Bueng Kan,เมืองบึงกาฬ,Mueang Bueng Kan
348,38,บึงกาฬ,3802,38020000,อำเภอพรเจริญ,Amphoe Phon Charoen,พรเจริญ,Phon Charoen
349,38,บึงกาฬ,3803,38030000,อำเภอโซ่พิสัย,Amphoe So Phisai,โซ่พิสัย,So Phisai
350,38,บึงกาฬ,3804,38040000,อำเภอเซกา,Amphoe Seka,เซกา,Seka
351,38,บึงกาฬ,3805,38050000,อำเภอปากคาด,Amphoe Pak Khat,ปากคาด,Pak Khat
352,38,บึงกาฬ,3806,38060000,อำเภอบึงโขงหลง,Amphoe Bueng Khong Long,บึงโขงหลง,Bueng Khong Long
353,38,บึงกาฬ,3807,38070000,อำเภอศรีวิไล,Amphoe Si Wilai,ศรีวิไล,Si Wilai
354,38,บึงกาฬ,3808,38080000,อำเภอบุ่งคล้า,Amphoe Bung Khla,บุ่งคล้า,Bung Khla
355,39,หนองบัวลำภู,3901,39010000,อำเภอเมืองหนองบัวลำภู  ,Amphoe Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,Mueang Nong Bua Lam Phu
356,39,หนองบัวลำภู,3902,39020000,อำเภอนากลาง,Amphoe Na Klang,นากลาง,Na Klang
357,39,หนองบัวลำภู,3903,39030000,อำเภอโนนสัง,Amphoe Non Sang,โนนสัง,Non Sang
358,39,หนองบัวลำภู,3904,39040000,อำเภอศรีบุญเรือง,Amphoe Si Bun Rueang,ศรีบุญเรือง,Si Bun Rueang
359,39,หนองบัวลำภู,3905,39050000,อำเภอสุวรรณคูหา,Amphoe Suwannakhuha,สุวรรณคูหา,Suwannakhuha
360,39,หนองบัวลำภู,3906,39060000,อำเภอนาวัง,Amphoe Na Wang,นาวัง,Na Wang
361,40,ขอนแก่น,4001,40010000,อำเภอเมืองขอนแก่น,Amphoe Mueang Khon Kaen,เมืองขอนแก่น,Mueang Khon Kaen
362,40,ขอนแก่น,4002,40020000,อำเภอบ้านฝาง,Amphoe Ban Fang,บ้านฝาง,Ban Fang
363,40,ขอนแก่น,4003,40030000,อำเภอพระยืน,Amphoe Phra Yuen,พระยืน,Phra Yuen
364,40,ขอนแก่น,4004,40040000,อำเภอหนองเรือ,Amphoe Nong Ruea,หนองเรือ,Nong Ruea
365,40,ขอนแก่น,4005,40050000,อำเภอชุมแพ,Amphoe Chum Phae,ชุมแพ,Chum Phae
366,40,ขอนแก่น,4006,40060000,อำเภอสีชมพู,Amphoe Si Chomphu,สีชมพู,Si Chomphu
367,40,ขอนแก่น,4007,40070000,อำเภอน้ำพอง,Amphoe Nam Phong,น้ำพอง,Nam Phong
368,40,ขอนแก่น,4008,40080000,อำเภออุบลรัตน์,Amphoe Ubolratana,อุบลรัตน์,Ubolratana
369,40,ขอนแก่น,4009,40090000,อำเภอกระนวน,Amphoe Kranuan,กระนวน,Kranuan
370,40,ขอนแก่น,4010,40100000,อำเภอบ้านไผ่,Amphoe Ban Phai,บ้านไผ่,Ban Phai
371,40,ขอนแก่น,4011,40110000,อำเภอเปือยน้อย,Amphoe Pueai Noi,เปือยน้อย,Pueai Noi
372,40,ขอนแก่น,4012,40120000,อำเภอพล,Amphoe Phon,พล,Phon
373,40,ขอนแก่น,4013,40130000,อำเภอแวงใหญ่,Amphoe Waeng Yai,แวงใหญ่,Waeng Yai
374,40,ขอนแก่น,4014,40140000,อำเภอแวงน้อย,Amphoe Waeng Noi,แวงน้อย,Waeng Noi
375,40,ขอนแก่น,4015,40150000,อำเภอหนองสองห้อง,Amphoe Nong Song Hong,หนองสองห้อง,Nong Song Hong
376,40,ขอนแก่น,4016,40160000,อำเภอภูเวียง,Amphoe Phu Wiang,ภูเวียง,Phu Wiang
377,40,ขอนแก่น,4017,40170000,อำเภอมัญจาคีรี,Amphoe Mancha Khiri,มัญจาคีรี,Mancha Khiri
378,40,ขอนแก่น,4018,40180000,อำเภอชนบท,Amphoe Chonnabot,ชนบท,Chonnabot
379,40,ขอนแก่น,4019,40190000,อำเภอเขาสวนกวาง,Amphoe Khao Suan Kwang,เขาสวนกวาง,Khao Suan Kwang
380,40,ขอนแก่น,4020,40200000,อำเภอภูผาม่าน,Amphoe Phu Pha Man,ภูผาม่าน,Phu Pha Man
381,40,ขอนแก่น,4021,40210000,อำเภอซำสูง,Amphoe Sam Sung,ซำสูง,Sam Sung
382,40,ขอนแก่น,4022,40220000,อำเภอโคกโพธิ์ไชย,Amphoe Khok Pho Chai,โคกโพธิ์ไชย,Khok Pho Chai
383,40,ขอนแก่น,4023,40230000,อำเภอหนองนาคำ,Amphoe Nong Na Kham,หนองนาคำ,Nong Na Kham
384,40,ขอนแก่น,4024,40240000,อำเภอบ้านแฮด,Amphoe Ban Haet,บ้านแฮด,Ban Haet
385,40,ขอนแก่น,4025,40250000,อำเภอโนนศิลา,Amphoe Non Sila,โนนศิลา,Non Sila
386,40,ขอนแก่น,4029,40290000,อำเภอเวียงเก่า,Amphoe Wiang Kao,เวียงเก่า,Wiang Kao
387,41,อุดรธานี,4101,41010000,อำเภอเมืองอุดรธานี,Amphoe Mueang Udon Thani,เมืองอุดรธานี,Mueang Udon Thani
388,41,อุดรธานี,4102,41020000,อำเภอกุดจับ,Amphoe Kut Chap,กุดจับ,Kut Chap
389,41,อุดรธานี,4103,41030000,อำเภอหนองวัวซอ,Amphoe Nong Wua So,หนองวัวซอ,Nong Wua So
390,41,อุดรธานี,4104,41040000,อำเภอกุมภวาปี,Amphoe Kumphawapi,กุมภวาปี,Kumphawapi
391,41,อุดรธานี,4105,41050000,อำเภอโนนสะอาด,Amphoe Non Sa-at,โนนสะอาด,Non Sa-at
392,41,อุดรธานี,4106,41060000,อำเภอหนองหาน,Amphoe Nong Han,หนองหาน,Nong Han
393,41,อุดรธานี,4107,41070000,อำเภอทุ่งฝน,Amphoe Thung Fon,ทุ่งฝน,Thung Fon
394,41,อุดรธานี,4108,41080000,อำเภอไชยวาน,Amphoe Chai Wan,ไชยวาน,Chai Wan
395,41,อุดรธานี,4109,41090000,อำเภอศรีธาตุ,Amphoe Si That,ศรีธาตุ,Si That
396,41,อุดรธานี,4110,41100000,อำเภอวังสามหมอ,Amphoe Wang Sam Mo,วังสามหมอ,Wang Sam Mo
397,41,อุดรธานี,4111,41110000,อำเภอบ้านดุง,Amphoe Ban Dung,บ้านดุง,Ban Dung
398,41,อุดรธานี,4117,41170000,อำเภอบ้านผือ,Amphoe Ban Phue,บ้านผือ,Ban Phue
399,41,อุดรธานี,4118,41180000,อำเภอน้ำโสม,Amphoe Nam Som,น้ำโสม,Nam Som
400,41,อุดรธานี,4119,41190000,อำเภอเพ็ญ,Amphoe Phen,เพ็ญ,Phen
401,41,อุดรธานี,4120,41200000,อำเภอสร้างคอม,Amphoe Sang Khom,สร้างคอม,Sang Khom
402,41,อุดรธานี,4121,41210000,อำเภอหนองแสง,Amphoe Nong Saeng,หนองแสง,Nong Saeng
403,41,อุดรธานี,4122,41220000,อำเภอนายูง,Amphoe Na Yung,นายูง,Na Yung
404,41,อุดรธานี,4123,41230000,อำเภอพิบูลย์รักษ์,Amphoe Phibun Rak,พิบูลย์รักษ์,Phibun Rak
405,41,อุดรธานี,4124,41240000,อำเภอกู่แก้ว,Amphoe Ku Kaeo,กู่แก้ว,Ku Kaeo
406,41,อุดรธานี,4125,41250000,อำเภอประจักษ์ศิลปาคม,Amphoe Prachaksinlapakhom,ประจักษ์ศิลปาคม,Prachaksinlapakhom
407,42,เลย,4201,42010000,อำเภอเมืองเลย,Amphoe Mueang Loei,เมืองเลย,Mueang Loei
408,42,เลย,4202,42020000,อำเภอนาด้วง,Amphoe Na Duang,นาด้วง,Na Duang
409,42,เลย,4203,42030000,อำเภอเชียงคาน,Amphoe Chiang Khan,เชียงคาน,Chiang Khan
410,42,เลย,4204,42040000,อำเภอปากชม,Amphoe Pak Chom,ปากชม,Pak Chom
411,42,เลย,4205,42050000,อำเภอด่านซ้าย,Amphoe Dan Sai,ด่านซ้าย,Dan Sai
412,42,เลย,4206,42060000,อำเภอนาแห้ว,Amphoe Na Haeo,นาแห้ว,Na Haeo
413,42,เลย,4207,42070000,อำเภอภูเรือ,Amphoe Phu Ruea,ภูเรือ,Phu Ruea
414,42,เลย,4208,42080000,อำเภอท่าลี่,Amphoe Tha Li,ท่าลี่,Tha Li
415,42,เลย,4209,42090000,อำเภอวังสะพุง,Amphoe Wang Saphung,วังสะพุง,Wang Saphung
416,42,เลย,4210,42100000,อำเภอภูกระดึง,Amphoe Phu Kradueng,ภูกระดึง,Phu Kradueng
417,42,เลย,4211,42110000,อำเภอภูหลวง,Amphoe Phu Luang,ภูหลวง,Phu Luang
418,42,เลย,4212,42120000,อำเภอผาขาว,Amphoe Pha Khao,ผาขาว,Pha Khao
419,42,เลย,4213,42130000,อำเภอเอราวัณ,Amphoe Erawan,เอราวัณ,Erawan
420,42,เลย,4214,42140000,อำเภอหนองหิน,Amphoe Nong Hin,หนองหิน,Nong Hin
421,43,หนองคาย,4301,43010000,อำเภอเมืองหนองคาย,Amphoe Mueang Nong Khai,เมืองหนองคาย,Mueang Nong Khai
422,43,หนองคาย,4302,43020000,อำเภอท่าบ่อ,Amphoe Tha Bo,ท่าบ่อ,Tha Bo
423,43,หนองคาย,4305,43050000,อำเภอโพนพิสัย,Amphoe So Phisai,โพนพิสัย,So Phisai
424,43,หนองคาย,4307,43070000,อำเภอศรีเชียงใหม่,Amphoe Si Chiang Mai,ศรีเชียงใหม่,Si Chiang Mai
425,43,หนองคาย,4308,43080000,อำเภอสังคม,Amphoe Sangkhom,สังคม,Sangkhom
426,43,หนองคาย,4314,43140000,อำเภอสระใคร,Amphoe Sakhrai,สระใคร,Sakhrai
427,43,หนองคาย,4315,43150000,อำเภอเฝ้าไร่,Amphoe Fao Rai,เฝ้าไร่,Fao Rai
428,43,หนองคาย,4316,43160000,อำเภอรัตนวาปี,Amphoe Rattanawapi,รัตนวาปี,Rattanawapi
429,43,หนองคาย,4317,43170000,อำเภอโพธิ์ตาก,Amphoe Pho Tak,โพธิ์ตาก,Pho Tak
430,44,มหาสารคาม,4401,44010000,อำเภอเมืองมหาสารคาม,Amphoe Mueang Maha Sarakham,เมืองมหาสารคาม,Mueang Maha Sarakham
431,44,มหาสารคาม,4402,44020000,อำเภอแกดำ,Amphoe Kae Dam,แกดำ,Kae Dam
432,44,มหาสารคาม,4403,44030000,อำเภอโกสุมพิสัย,Amphoe Kosum Phisai,โกสุมพิสัย,Kosum Phisai
433,44,มหาสารคาม,4404,44040000,อำเภอกันทรวิชัย,Amphoe Kantharawichai,กันทรวิชัย,Kantharawichai
